"DistinguishedName","DNSHostName","Enabled","Name","ObjectClass","ObjectGUID","SamAccountName","SID","UserPrincipalName"
"CN=SHHWSR1681,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1681.global.schindler.com","True","SHHWSR1681","computer","a51b2653-56dd-4f53-9c73-9b5a9ae1f1b9","SHHWSR1681$","S-1-5-21-3663903349-3750885259-1011159491-398302",
"CN=SHHWSR1785,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1785.global.schindler.com","True","SHHWSR1785","computer","4776e8f0-0ce5-4e7c-9e11-b3fba55d56bb","SHHWSR1785$","S-1-5-21-3663903349-3750885259-1011159491-402671",
"CN=SHHWSR1828,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1828.global.schindler.com","True","SHHWSR1828","computer","1ccc1062-3860-4c1e-af5e-c6d539d11eac","SHHWSR1828$","S-1-5-21-3663903349-3750885259-1011159491-404863",
"CN=SHHWSR1040,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1040.global.schindler.com","True","SHHWSR1040","computer","c9aa323f-e5b4-4882-bd81-e588fa0d91ce","SHHWSR1040$","S-1-5-21-3663903349-3750885259-1011159491-346757",
"CN=MILWSR4139,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MILWSR4139.global.schindler.com","True","MILWSR4139","computer","2360d87e-23da-4ffb-9493-87d6a74a019e","MILWSR4139$","S-1-5-21-3663903349-3750885259-1011159491-426081",
"CN=SDBWSR2288,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","SDBWSR2288","computer","76a1a3d8-b558-4787-b87a-60d51d4b0826","SDBWSR2288$","S-1-5-21-3663903349-3750885259-1011159491-325076",
"CN=SHHWSR1527,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1527.global.schindler.com","True","SHHWSR1527","computer","12d6a76d-f8f0-4388-9aaf-c54076b912f6","SHHWSR1527$","S-1-5-21-3663903349-3750885259-1011159491-376151",
"CN=SHHWSR2091,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2091.global.schindler.com","True","SHHWSR2091","computer","71cd1acb-5e12-4d86-b85b-d5af78dbeb3f","SHHWSR2091$","S-1-5-21-3663903349-3750885259-1011159491-430109",
"CN=SHHWSR2093,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2093.global.schindler.com","True","SHHWSR2093","computer","d38498ba-0130-4ac8-8d47-18d62646ca44","SHHWSR2093$","S-1-5-21-3663903349-3750885259-1011159491-430495",
"CN=DEUWSR0011,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DEUWSR0011.global.schindler.com","True","DEUWSR0011","computer","864212eb-2ded-43a7-a1dc-88ccc1d5b1e2","DEUWSR0011$","S-1-5-21-3663903349-3750885259-1011159491-251538",
"CN=SHHWSR1566,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1566.global.schindler.com","True","SHHWSR1566","computer","7ab17941-8a6a-4043-a376-1d80edc1a3b2","SHHWSR1566$","S-1-5-21-3663903349-3750885259-1011159491-387315",
"CN=SCHWSR0093,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCHWSR0093.global.schindler.com","True","SCHWSR0093","computer","5dba9f94-4355-4fb3-b8ba-0fd6a19623ae","SCHWSR0093$","S-1-5-21-3663903349-3750885259-1011159491-440989",
"CN=ISTWSR0011,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","ISTWSR0011.global.schindler.com","True","ISTWSR0011","computer","9b2c1d0b-986b-42b8-b0ca-68f8024ae59e","ISTWSR0011$","S-1-5-21-3663903349-3750885259-1011159491-393424",
"CN=SHHWSR0395,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0395.global.schindler.com","True","SHHWSR0395","computer","af3fe255-9c6e-47af-87d5-9a625ef266c3","SHHWSR0395$","S-1-5-21-3663903349-3750885259-1011159491-153708",
"CN=PARWSR0033,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","PARWSR0033.global.schindler.com","True","PARWSR0033","computer","266b9a26-c96b-4391-b4a8-17e6b5f99323","PARWSR0033$","S-1-5-21-3663903349-3750885259-1011159491-82857",
"CN=DEUWSR0005,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DEUWSR0005.global.schindler.com","True","DEUWSR0005","computer","66754d31-6833-4cfa-a710-316a77a1ca8b","DEUWSR0005$","S-1-5-21-3663903349-3750885259-1011159491-332682",
"CN=SHHWSR1242,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1242.global.schindler.com","True","SHHWSR1242","computer","6f5a90e0-40c8-4131-97f8-6784a34864d8","SHHWSR1242$","S-1-5-21-3663903349-3750885259-1011159491-333044",
"CN=ZZZWSR0014,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","ZZZWSR0014.global.schindler.com","True","ZZZWSR0014","computer","ac2a780d-fd74-4cd4-94e2-f59c2b08d3ca","ZZZWSR0014$","S-1-5-21-3663903349-3750885259-1011159491-442161",
"CN=DSWWSR0010,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DSWWSR0010.global.schindler.com","True","DSWWSR0010","computer","acb42018-74b6-4349-bb5b-73dde18b582b","DSWWSR0010$","S-1-5-21-3663903349-3750885259-1011159491-404881",
"CN=WIFVAP0001,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","wifvap0001.global.schindler.com","True","WIFVAP0001","computer","745a2e9f-f2f1-4806-910c-bc58397b2170","WIFVAP0001$","S-1-5-21-3663903349-3750885259-1011159491-309097",
"CN=shhwsr1504,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1504.global.schindler.com","True","shhwsr1504","computer","0de30453-67ab-4193-b9e1-b32043eda505","SHHWSR1504$","S-1-5-21-3663903349-3750885259-1011159491-369862",
"CN=SDBWSR0011,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","SDBWSR0011","computer","d7bf6761-c267-46c1-9727-64f0afbbbd5e","SDBWSR0011$","S-1-5-21-3663903349-3750885259-1011159491-324987",
"CN=SHHWSR1526,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1526.global.schindler.com","True","SHHWSR1526","computer","3029408d-3725-4b18-8547-ec794520de63","SHHWSR1526$","S-1-5-21-3663903349-3750885259-1011159491-376148",
"CN=SHHWSR0986,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0986.global.schindler.com","True","SHHWSR0986","computer","f9859a40-f06f-4cba-bdd3-4be7a5a1a4f4","SHHWSR0986$","S-1-5-21-3663903349-3750885259-1011159491-284773",
"CN=SHHWSR1565,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1565.global.schindler.com","True","SHHWSR1565","computer","f5d7f2a5-65e3-4517-8d11-e4d0858ccb8f","SHHWSR1565$","S-1-5-21-3663903349-3750885259-1011159491-387314",
"CN=SHHWSR1866,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1866.global.schindler.com","True","SHHWSR1866","computer","24891364-88cb-4a5c-b55c-19f1c78d401e","SHHWSR1866$","S-1-5-21-3663903349-3750885259-1011159491-411608",
"CN=shhwsr1503,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1503.global.schindler.com","True","shhwsr1503","computer","8c488df0-03f5-4e78-92c3-af912ccddbad","SHHWSR1503$","S-1-5-21-3663903349-3750885259-1011159491-369858",
"CN=SHHWSR1530,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1530.global.schindler.com","True","SHHWSR1530","computer","b6a19de7-5e38-4a2d-941e-93f255a4ed63","SHHWSR1530$","S-1-5-21-3663903349-3750885259-1011159491-376157",
"CN=shhwsr1148,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1148.global.schindler.com","True","shhwsr1148","computer","4ff33f72-7f10-48fc-b3d6-129e3b9c1514","SHHWSR1148$","S-1-5-21-3663903349-3750885259-1011159491-296715",
"CN=PARWSR0030,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","PARWSR0030.global.schindler.com","True","PARWSR0030","computer","3f91ab5a-c6bb-4f3a-8c63-2062c0cb5dcf","PARWSR0030$","S-1-5-21-3663903349-3750885259-1011159491-82305",
"CN=WIFWSR0120,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","WIFWSR0120.global.schindler.com","True","WIFWSR0120","computer","dd97e634-907c-4c39-9703-fe70d519418c","WIFWSR0120$","S-1-5-21-3663903349-3750885259-1011159491-424999",
"CN=SHHWSR1524,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1524.global.schindler.com","True","SHHWSR1524","computer","6a3b1d09-5529-4010-b2f0-8f381aabfc0f","SHHWSR1524$","S-1-5-21-3663903349-3750885259-1011159491-374916",
"CN=DEUWSR0039,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DEUWSR0039.global.schindler.com","True","DEUWSR0039","computer","dfcde1d1-dd41-4c1c-a3dd-07570794f80b","DEUWSR0039$","S-1-5-21-3663903349-3750885259-1011159491-422332",
"CN=MILWSR0025,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MILWSR0025.global.schindler.com","True","MILWSR0025","computer","99107ffd-2678-43cb-a56b-8680edfc1785","MILWSR0025$","S-1-5-21-3663903349-3750885259-1011159491-387234",
"CN=SHHWSR1271,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1271.global.schindler.com","True","SHHWSR1271","computer","aa358f11-a6fd-4be7-9f6a-d29636ae18ce","SHHWSR1271$","S-1-5-21-3663903349-3750885259-1011159491-337931",
"CN=WIFWSR0005,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","WIFWSR0005.global.schindler.com","True","WIFWSR0005","computer","9b5d6621-07f6-4f10-92a9-50477b14778e","WIFWSR0005$","S-1-5-21-3663903349-3750885259-1011159491-108369",
"CN=LOCWSR1012,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","LOCWSR1012.global.schindler.com","True","LOCWSR1012","computer","9503aeb4-72f3-4001-8715-8c0bb3bfc9d4","LOCWSR1012$","S-1-5-21-3663903349-3750885259-1011159491-416592",
"CN=PORWSR0013,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","PORWSR0013.global.schindler.com","True","PORWSR0013","computer","42ef7761-db21-42e4-ad6e-17f0a772a7b4","PORWSR0013$","S-1-5-21-3663903349-3750885259-1011159491-257552",
"CN=SHHWSR0985,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0985.global.schindler.com","True","SHHWSR0985","computer","6fadadfb-25e3-4911-849f-65a0e522e0a5","SHHWSR0985$","S-1-5-21-3663903349-3750885259-1011159491-284763",
"CN=TRDWSR0008,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","TRDWSR0008.global.schindler.com","True","TRDWSR0008","computer","851b5e3d-b0ea-487b-a1b3-ee11072227fd","TRDWSR0008$","S-1-5-21-3663903349-3750885259-1011159491-2711",
"CN=SHHWSR2146,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2146.global.schindler.com","True","SHHWSR2146","computer","eea6c974-5faa-4d48-bcfe-869a2547e69c","SHHWSR2146$","S-1-5-21-3663903349-3750885259-1011159491-440777",
"CN=PARWSR0026,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","PARWSR0026.global.schindler.com","True","PARWSR0026","computer","712b94ad-7406-4f7e-9829-a970bba1a221","PARWSR0026$","S-1-5-21-3663903349-3750885259-1011159491-82769",
"CN=TRDWSR0025,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","trdwsr0025.global.schindler.com","True","TRDWSR0025","computer","e101f511-80d5-4649-a934-220c38d28fde","TRDWSR0025$","S-1-5-21-3663903349-3750885259-1011159491-337900",
"CN=WIFWSR0004,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","WIFWSR0004.global.schindler.com","True","WIFWSR0004","computer","77cfbe54-6dc4-42e5-af64-779865e32b43","WIFWSR0004$","S-1-5-21-3663903349-3750885259-1011159491-91585",
"CN=TRDWSR0011,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","TRDWSR0011.global.schindler.com","True","TRDWSR0011","computer","c9b47c64-3185-4ded-a7be-1deecacb8c62","TRDWSR0011$","S-1-5-21-3663903349-3750885259-1011159491-184022",
"CN=INFWSR0012,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INFWSR0012.global.schindler.com","True","INFWSR0012","computer","33df0653-5924-4ad4-9e8c-69b81bc3b5c3","INFWSR0012$","S-1-5-21-3663903349-3750885259-1011159491-118988",
"CN=PARWSR0011,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","PARWSR0011.global.schindler.com","True","PARWSR0011","computer","f801beae-6620-4ad7-8f40-1277245355af","PARWSR0011$","S-1-5-21-3663903349-3750885259-1011159491-113113",
"CN=WIFWSR0008,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","WIFWSR0008.global.schindler.com","True","WIFWSR0008","computer","7089f691-6c8f-489a-a1f1-077a2d0e8380","WIFWSR0008$","S-1-5-21-3663903349-3750885259-1011159491-58577",
"CN=TRDWSR0009,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","TRDWSR0009.global.schindler.com","True","TRDWSR0009","computer","4cee2f80-a186-46d7-a266-41ea4b654872","TRDWSR0009$","S-1-5-21-3663903349-3750885259-1011159491-153788",
"CN=SHHWSR1165,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1165.global.schindler.com","True","SHHWSR1165","computer","6448d0b8-575f-4b77-aa5b-70237388bc47","SHHWSR1165$","S-1-5-21-3663903349-3750885259-1011159491-285992",
"CN=MILWSR0148,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","MILWSR0148","computer","6a86cc01-bc24-4b04-81d8-66104b326da9","MILWSR0148$","S-1-5-21-3663903349-3750885259-1011159491-325566",
"CN=SHHWSR0510,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0510.global.schindler.com","True","SHHWSR0510","computer","5c564454-26e9-4d7f-8eb1-9084439abc41","SHHWSR0510$","S-1-5-21-3663903349-3750885259-1011159491-2783",
"CN=WAWWSR0115,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","WAWWSR0115","computer","d47cb726-e648-42ac-8cde-dc2b9bac74d9","WAWWSR0115$","S-1-5-21-3663903349-3750885259-1011159491-331765",
"CN=PARWSR0028,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","PARWSR0028.global.schindler.com","True","PARWSR0028","computer","537802c7-b0ac-40df-a31e-509d3eecf730","PARWSR0028$","S-1-5-21-3663903349-3750885259-1011159491-153694",
"CN=MILWSR4011,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MILWSR4011.global.schindler.com","True","MILWSR4011","computer","aaddc525-d634-413e-aa94-b902a5bed0a4","MILWSR4011$","S-1-5-21-3663903349-3750885259-1011159491-340909",
"CN=MILWSR4136,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MILWSR4136.global.schindler.com","True","MILWSR4136","computer","a511d8bf-c971-4c72-95cd-f8e5855c5e1c","MILWSR4136$","S-1-5-21-3663903349-3750885259-1011159491-424974",
"CN=DEUNWGBLN0002,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","DEUNWGBLN0002","computer","7bc57dee-e366-44bb-9246-a1bbf6c9a1ff","DEUNWGBLN0002$","S-1-5-21-3663903349-3750885259-1011159491-210026",
"CN=WIFWSR0006,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","WIFWSR0006.global.schindler.com","True","WIFWSR0006","computer","92be39a2-37ab-4c71-a99d-7c04abae3a16","WIFWSR0006$","S-1-5-21-3663903349-3750885259-1011159491-23354",
"CN=DESWSR0003,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DESWSR0003.global.schindler.com","True","DESWSR0003","computer","5df0e507-ffde-46b0-ac93-bfe92c8ad7a7","DESWSR0003$","S-1-5-21-3663903349-3750885259-1011159491-116925",
"CN=BRUWSR1030,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","BRUWSR1030.global.schindler.com","True","BRUWSR1030","computer","334c4136-4488-4bfa-9309-35717078efb0","BRUWSR1030$","S-1-5-21-3663903349-3750885259-1011159491-416620",
"CN=crdwsr0059,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","CRDWSR0059.global.schindler.com","True","crdwsr0059","computer","7206a17b-b073-42ac-94e6-196081e58d43","CRDWSR0059$","S-1-5-21-3663903349-3750885259-1011159491-155608",
"CN=TRDWSR0010,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","TRDWSR0010.global.schindler.com","True","TRDWSR0010","computer","10d02ddb-5de9-4933-b07a-367f3acb9f15","TRDWSR0010$","S-1-5-21-3663903349-3750885259-1011159491-175169",
"CN=MILWSR0149,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","MILWSR0149","computer","972f5e9f-25b0-4d8d-8a77-10c3e8ff3d0a","MILWSR0149$","S-1-5-21-3663903349-3750885259-1011159491-325568",
"CN=MILWSR0009,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MILWSR0009.global.schindler.com","True","MILWSR0009","computer","1451c33a-8352-49a1-a259-625eb756929a","MILWSR0009$","S-1-5-21-3663903349-3750885259-1011159491-328828",
"CN=WAWWSR0116,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","WAWWSR0116","computer","1f423069-01d9-4b26-a68d-c94ad9648ea5","WAWWSR0116$","S-1-5-21-3663903349-3750885259-1011159491-331767",
"CN=PARWSR0038,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","PARWSR0038.global.schindler.com","True","PARWSR0038","computer","bde131eb-7800-4967-829d-0264b987ad14","PARWSR0038$","S-1-5-21-3663903349-3750885259-1011159491-113110",
"CN=SDBNWGEBI0003,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","SDBNWGEBI0003","computer","1b8469ae-1dca-47bc-85a6-4e168d1eb1c3","SDBNWGEBI0003$","S-1-5-21-3663903349-3750885259-1011159491-190787",
"CN=WIFWSR0002,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","WIFWSR0002.global.schindler.com","True","WIFWSR0002","computer","50cd10f0-9b9c-4978-b1ec-b2a9a8f3b27c","WIFWSR0002$","S-1-5-21-3663903349-3750885259-1011159491-23105",
"CN=DESWSR0002,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DESWSR0002.global.schindler.com","True","DESWSR0002","computer","e92cf766-8f1e-4e1a-90aa-8e53cfef4700","DESWSR0002$","S-1-5-21-3663903349-3750885259-1011159491-116914",
"CN=CPHWSR0001,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","CPHWSR0001.global.schindler.com","True","CPHWSR0001","computer","7ba677e7-45e7-4a1a-8f15-db123f54ec88","CPHWSR0001$","S-1-5-21-3663903349-3750885259-1011159491-131759",
"CN=SHHWSR1522,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1522.global.schindler.com","True","SHHWSR1522","computer","e712ca5a-2af4-4f87-b0d2-ad8e778cdd14","SHHWSR1522$","S-1-5-21-3663903349-3750885259-1011159491-373454",
"CN=PORWSR0206,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","PORWSR0206.global.schindler.com","True","PORWSR0206","computer","9a0fbe88-5087-4328-b97a-0ef3d2392f59","PORWSR0206$","S-1-5-21-3663903349-3750885259-1011159491-73379",
"CN=WAWWSR0117,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","WAWWSR0117","computer","6b03a708-9ca5-4b0e-83ea-268dbdfe1b54","WAWWSR0117$","S-1-5-21-3663903349-3750885259-1011159491-331769",
"CN=PARWSR0017,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","PARWSR0017.global.schindler.com","True","PARWSR0017","computer","680921fe-371d-4e9c-bce0-83d19a9d8bf5","PARWSR0017$","S-1-5-21-3663903349-3750885259-1011159491-82709",
"CN=SHHWSR1239,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1239.global.schindler.com","True","SHHWSR1239","computer","e13b112b-8895-41d3-8a44-c11624728495","SHHWSR1239$","S-1-5-21-3663903349-3750885259-1011159491-333661",
"CN=CRDWSR0186,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","CRDWSR0186.global.schindler.com","True","CRDWSR0186","computer","73aa1f18-60db-4019-8617-66d5a4174c20","CRDWSR0186$","S-1-5-21-3663903349-3750885259-1011159491-405042",
"CN=SCHNWGEBI0001,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","SCHNWGEBI0001","computer","49c444a6-2b54-49ac-a993-5ee0cd6705ad","SCHNWGEBI0001$","S-1-5-21-3663903349-3750885259-1011159491-286978",
"CN=WIFWSR0003,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","WIFWSR0003.global.schindler.com","True","WIFWSR0003","computer","1c02c6fe-27c1-4d3b-9c67-b775090d918e","WIFWSR0003$","S-1-5-21-3663903349-3750885259-1011159491-91579",
"CN=UKCWSR0003,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","UKCWSR0003.global.schindler.com","True","UKCWSR0003","computer","c3739421-57eb-40e7-8004-4efca4851f3a","UKCWSR0003$","S-1-5-21-3663903349-3750885259-1011159491-90451",
"CN=HAGWSR0015,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","HAGWSR0015.global.schindler.com","True","HAGWSR0015","computer","90c114d2-6aac-4d4a-a263-42057874db6c","HAGWSR0015$","S-1-5-21-3663903349-3750885259-1011159491-415309",
"CN=DESWSR0001,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DESWSR0001.global.schindler.com","True","DESWSR0001","computer","891b68f5-1aa7-4fc5-8ca7-47ae0ba8a3dd","DESWSR0001$","S-1-5-21-3663903349-3750885259-1011159491-116930",
"CN=SHHWSR1948,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1948.global.schindler.com","True","SHHWSR1948","computer","5d97d88b-2467-458c-80d5-0ce9083f333c","SHHWSR1948$","S-1-5-21-3663903349-3750885259-1011159491-417888",
"CN=BRUWSR0011,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","BRUWSR0011.global.schindler.com","True","BRUWSR0011","computer","1296f6b7-a040-4d1b-aa1c-9fee489582a9","BRUWSR0011$","S-1-5-21-3663903349-3750885259-1011159491-37028",
"CN=SHHWSR1240,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1240.global.schindler.com","True","SHHWSR1240","computer","ca189771-3bcc-49d7-96d7-0a7d6c5609bb","SHHWSR1240$","S-1-5-21-3663903349-3750885259-1011159491-333663",
"CN=UKCWSR0004,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","UKCWSR0004.global.schindler.com","True","UKCWSR0004","computer","2b183240-b7c9-4bdd-afed-ec0ead16df63","UKCWSR0004$","S-1-5-21-3663903349-3750885259-1011159491-90452",
"CN=SHHWSR1945,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1945.global.schindler.com","True","SHHWSR1945","computer","83535b6c-79a2-4563-8757-d8813ea5a5b1","SHHWSR1945$","S-1-5-21-3663903349-3750885259-1011159491-417889",
"CN=SHHWSR0261,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0261.global.schindler.com","True","SHHWSR0261","computer","90b9fb2f-675f-4fa3-a8da-2fbf9593aa5a","SHHWSR0261$","S-1-5-21-3663903349-3750885259-1011159491-160225",
"CN=MILWSRCL0003,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","milwsrcl0003.global.schindler.com","True","MILWSRCL0003","computer","25df7b1d-56ea-4877-ac77-4713d3a96925","MILWSRCL0003$","S-1-5-21-3663903349-3750885259-1011159491-153652",
"CN=LOCWSR0035,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","LOCWSR0035.global.schindler.com","True","LOCWSR0035","computer","b0f4a681-5589-4a81-a612-00e5f0659c69","LOCWSR0035$","S-1-5-21-3663903349-3750885259-1011159491-424021",
"CN=SHHWSR1244,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1244.global.schindler.com","True","SHHWSR1244","computer","dc278ccb-5235-4f5a-a16d-d22c4d32a4da","SHHWSR1244$","S-1-5-21-3663903349-3750885259-1011159491-333706",
"CN=UKCWSR0002,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","UKCWSR0002.global.schindler.com","True","UKCWSR0002","computer","e0e535d7-47de-4323-b33f-8a49066933ef","UKCWSR0002$","S-1-5-21-3663903349-3750885259-1011159491-94243",
"CN=porxap0001,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","porxap0001.global.schindler.com","True","porxap0001","computer","51d38802-27fc-4684-9a47-8216bbc56ad6","PORXAP0001$","S-1-5-21-3663903349-3750885259-1011159491-370648",
"CN=MILWSR0002,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MILWSR0002.global.schindler.com","True","MILWSR0002","computer","61a07663-3a40-434e-a49e-298ebff613bf","MILWSR0002$","S-1-5-21-3663903349-3750885259-1011159491-87644",
"CN=MILWSRCL0001,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","milwsrcl0001.global.schindler.com","True","MILWSRCL0001","computer","239fa52f-3832-4ebe-ad77-92ddafd3e74a","MILWSRCL0001$","S-1-5-21-3663903349-3750885259-1011159491-153649",
"CN=ZZZWSR0011,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","zzzwsr0011.global.schindler.com","True","ZZZWSR0011","computer","2baf0f28-e84e-47bf-ba29-c49413bc2843","ZZZWSR0011$","S-1-5-21-3663903349-3750885259-1011159491-374134",
"CN=SHHWSR1977,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1977.global.schindler.com","True","SHHWSR1977","computer","84e94c85-dec9-4593-a7fe-d72c8b1a9ac7","SHHWSR1977$","S-1-5-21-3663903349-3750885259-1011159491-420961",
